"","year","unitid","sex","ftpt","number_applied","number_admitted","number_enrolled","student_faculty_ratio","institution_level","subcohort","class_level","fed_aid_type","adj_cohort","completers_150pct","completion_rate_150pct","pell_adj_cohort","pell_6yr","total_adj_cohort","total_6yr"
"13441",2015,476957,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",16,14,0,16,14,27,25
"13442",2015,476966,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",117,80,0,117,80,194,114
"13443",2015,476984,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",38,26,0,38,26,70,54
"13444",2015,476993,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",35,31,0,35,31,70,61
"13445",2015,477002,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",13,12,0,13,12,25,18
"13446",2015,478582,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",35,12,0,35,12,58,20
"13447",2015,478591,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",77,46,0,77,46,115,65
"13448",2015,478616,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",32,14,0,32,14,41,17
"13449",2015,478661,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",69,46,0,69,46,100,67
"13450",2015,478917,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",12,12,1,12,12,15,14
"13451",2015,478953,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",32,27,0,32,27,45,37
"13452",2015,479053,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",13,13,1,13,13,34,25
"13453",2015,479062,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",7,7,1,7,7,13,12
"13454",2015,479248,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",128,83,0,128,83,144,93
"13455",2015,479956,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",38,9,0,38,9,60,15
"13456",2015,479965,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",15,15,1,15,15,29,27
"13457",2015,479974,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",33,19,0,33,19,40,21
"13458",2015,479983,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",10,8,0,10,8,13,11
"13459",2015,479992,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",0,0,NA,0,0,1,1
"13460",2015,480000,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",26,20,0,26,20,26,20
"13461",2015,480019,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",150,147,0,150,147,302,238
"13462",2015,480028,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",8,2,0,8,2,20,14
"13463",2015,480037,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",0,0,NA,0,0,141,107
"13464",2015,480091,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",74,18,0,74,18,106,26
"13465",2015,480107,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",218,104,0,218,104,243,117
"13466",2015,480125,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",104,100,0,104,100,191,126
"13467",2015,480143,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",76,45,0,76,45,86,47
"13468",2015,480161,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",0,0,NA,0,0,7,3
"13469",2015,480170,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",25,15,0,25,15,36,22
"13470",2015,480189,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",173,41,0,173,41,239,68
"13471",2015,480198,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",11,4,0,11,4,14,7
"13472",2015,480310,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",52,28,0,52,28,58,31
"13473",2015,480329,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",263,211,0,263,211,529,339
"13474",2015,480338,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",251,122,0,251,122,343,153
"13475",2015,480347,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",23,20,0,23,20,37,29
"13476",2015,480471,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",232,161,0,232,161,258,175
"13477",2015,480480,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",7,2,0,7,2,7,2
"13478",2015,480514,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",247,119,0,247,119,267,133
"13479",2015,480523,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",45,33,0,45,33,51,37
"13480",2015,480532,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",92,57,0,92,57,101,65
"13481",2015,480550,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",104,76,0,104,76,119,87
"13482",2015,480693,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",44,22,0,44,22,57,35
"13483",2015,480727,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",9,9,1,9,9,30,28
"13484",2015,480736,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",5,5,1,5,5,5,5
"13485",2015,480824,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",159,94,0,159,94,209,112
"13486",2015,480833,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",336,245,0,336,245,462,314
"13487",2015,480842,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",4,4,1,4,4,4,4
"13488",2015,480851,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",104,59,0,104,59,129,76
"13489",2015,480879,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",7,6,0,7,6,7,6
"13490",2015,480888,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",96,87,0,96,87,96,87
"13491",2015,480903,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",321,275,0,321,275,365,312
"13492",2015,480921,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",13,10,0,13,10,16,12
"13493",2015,480930,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",32,21,0,32,21,55,41
"13494",2015,480967,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",0,0,NA,0,0,33,6
"13495",2015,480976,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",24,11,0,24,11,36,20
"13496",2015,480994,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",18,9,0,18,9,22,9
"13497",2015,481003,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",65,65,1,65,65,155,154
"13498",2015,481021,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",15,2,0,15,2,48,13
"13499",2015,481049,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",2,2,1,2,2,4,4
"13500",2015,481100,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",7,7,1,7,7,40,37
"13501",2015,481128,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",37,34,0,37,34,67,63
"13502",2015,481137,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",8,8,1,8,8,19,17
"13503",2015,481146,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",203,161,0,203,161,207,163
"13504",2015,481155,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",88,59,0,88,59,111,74
"13505",2015,481164,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",0,0,NA,0,0,102,81
"13506",2015,481182,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",29,29,1,29,29,60,59
"13507",2015,481191,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",43,40,0,43,40,353,336
"13508",2015,481207,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",8,8,1,8,8,28,26
"13509",2015,481225,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",2,1,0,2,1,4,1
"13510",2015,481234,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",0,0,NA,0,0,313,282
"13511",2015,481243,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",16,14,0,16,14,32,30
"13512",2015,481252,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",9,1,0,9,1,13,2
"13513",2015,481289,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",1,1,1,1,1,3,3
"13514",2015,481298,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",28,23,0,28,23,33,25
"13515",2015,481313,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",14,7,0,14,7,41,24
"13516",2015,481322,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",21,10,0,21,10,30,12
"13517",2015,481331,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",12,10,0,12,10,13,11
"13518",2015,481340,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",7,7,1,7,7,19,18
"13519",2015,481359,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",29,27,0,29,27,39,34
"13520",2015,481368,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",12,12,1,12,12,38,34
"13521",2015,481377,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",13,8,0,13,8,14,8
"13522",2015,481386,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",45,33,0,45,33,45,33
"13523",2015,481395,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",18,10,0,18,10,21,10
"13524",2015,481410,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",0,0,NA,0,0,18,1
"13525",2015,481429,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",64,43,0,64,43,94,61
"13526",2015,481447,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",21,20,0,21,20,53,47
"13527",2015,481456,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",6,6,1,6,6,29,22
"13528",2015,481465,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",69,69,1,69,69,71,71
"13529",2015,481474,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",0,0,NA,0,0,2,2
"13530",2015,481483,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",111,101,0,111,101,119,103
"13531",2015,481508,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",37,24,0,37,24,69,46
"13532",2015,481517,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",29,23,0,29,23,39,31
"13533",2015,481526,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",4,3,0,4,3,5,3
"13534",2015,481562,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",53,18,0,53,18,56,18
"13535",2015,481571,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",0,0,NA,0,0,1,1
"13536",2015,481599,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",19,6,0,19,6,20,6
"13537",2015,481669,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",155,99,0,155,99,199,137
"13538",2015,481678,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",17,6,0,17,6,24,10
"13539",2015,481739,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",13,7,0,13,7,25,15
"13540",2015,481748,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",58,13,0,58,13,67,18
"13541",2015,481766,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",24,2,0,24,2,41,2
"13542",2015,481845,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",41,21,0,41,21,52,29
"13543",2015,481854,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",179,133,0,179,133,193,146
"13544",2015,481863,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",69,43,0,69,43,89,57
"13545",2015,481890,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",28,21,0,28,21,35,28
"13546",2015,481906,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",101,76,0,101,76,111,85
"13547",2015,481915,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",118,59,0,118,59,129,65
"13548",2015,481942,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",52,50,0,52,50,86,71
"13549",2015,481960,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",111,111,1,111,111,217,167
"13550",2015,481988,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",219,82,0,219,82,243,93
"13551",2015,482015,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",177,70,0,177,70,207,87
"13552",2015,482033,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",88,31,0,88,31,110,45
"13553",2015,482060,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",313,160,0,313,160,347,177
"13554",2015,482097,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",199,135,0,199,135,215,147
"13555",2015,482149,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",401,95,0,401,95,933,246
"13556",2015,482167,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",21,9,0,21,9,23,9
"13557",2015,482176,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",27,14,0,27,14,52,28
"13558",2015,482185,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",7,7,1,7,7,23,17
"13559",2015,482194,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",31,30,0,31,30,97,90
"13560",2015,482200,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",64,34,0,64,34,65,35
"13561",2015,482246,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",0,0,NA,0,0,55,54
"13562",2015,482255,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",8,8,1,8,8,17,12
"13563",2015,482291,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",614,490,0,614,490,719,552
"13564",2015,482413,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",152,25,0,152,25,180,32
"13565",2015,482422,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",158,41,0,158,41,201,55
"13566",2015,482431,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",719,200,0,719,200,904,277
"13567",2015,482440,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",42,3,0,42,3,55,6
"13568",2015,482459,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",199,53,0,199,53,239,68
"13569",2015,482468,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",192,45,0,192,45,228,54
"13570",2015,482477,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",832,163,0,832,163,976,233
"13571",2015,482486,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",31,4,0,31,4,38,6
"13572",2015,482538,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",91,27,0,91,27,117,38
"13573",2015,482547,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",20,5,0,20,5,24,5
"13574",2015,482556,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",149,36,0,149,36,231,72
"13575",2015,482565,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",36,3,0,36,3,43,6
"13576",2015,482574,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",191,45,0,191,45,247,71
"13577",2015,482583,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",10,3,0,10,3,12,3
"13578",2015,482608,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",135,24,0,135,24,183,42
"13579",2015,482617,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",17,4,0,17,4,20,5
"13580",2015,482635,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",283,49,0,283,49,330,61
"13581",2015,482653,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",40,11,0,40,11,70,19
"13582",2015,482680,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",1131,261,0,1131,261,3101,863
"13583",2015,482699,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",786,77,0,786,77,1088,125
"13584",2015,482927,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",15,6,0,15,6,17,7
"13585",2015,482963,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",163,82,0,163,82,182,92
"13586",2015,483009,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",114,99,0,114,99,127,109
"13587",2015,483045,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",664,172,0,664,172,848,250
"13588",2015,483054,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",21,9,0,21,9,26,13
"13589",2015,483106,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",15,14,0,15,14,27,26
"13590",2015,483124,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",4,0,0,4,0,5,1
"13591",2015,483212,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",458,65,0,458,65,620,75
"13592",2015,483230,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",13,13,1,13,13,34,32
